X1,X2,Class
-1.5108272271118777,-0.7955482527134718,0
1.3425478369485113,1.334163987019989,0
-0.17804995731485235,-0.8981355180337491,0
-0.2842140410659491,-0.1756655153509796,0
0.08358361708901148,-0.09101659350392982,0
-0.9765303679099078,0.22650700590230446,0
0.32163434799642787,1.3499084259791319,0
-0.4205683071736711,0.02456930565667686,0
0.9167579502189482,1.0518948286675838,0
-0.7457443135558279,-1.825549199341104,0
2.584449080782121,0.8410767848832134,0
-1.4229071865691174,0.9620601441419797,0
-1.8094562781168517,-0.13683406480902374,0
-0.784863928225415,0.6131324488681605,0
-0.0716944441260377,0.5415097407336015,0
0.5061579833122877,-0.04315103079319133,0
0.12314225204261212,-0.352999762884725,0
-1.2306775678124082,-1.035664288579315,0
-0.17777584813203978,-0.5154081852175708,0
-0.7221521485619022,-1.45412165056311,0
-0.39634135002205845,-0.7472132414619297,0
1.0582417631592609,0.5689045462746092,0
0.8031451882209759,0.5904475495104641,0
0.13761910038002884,0.44978903669325093,0
-0.41572644007572424,-0.5631466978027441,0
-0.12211242212555798,0.16698178167837702,0
0.11346898078236856,0.821629000708972,0
-0.8311784177988218,-0.627597620471343,0
-2.5326036770809193,-1.6151447395704894,0
0.2783210357709192,-0.0838594113713209,0
0.45194018175299683,-0.04978871784187047,0
-0.6286516027720035,-1.3264616332437182,0
0.33490191249569035,-0.19439416850379795,0
-0.1967429163880372,-1.615298945611432,0
0.37488634704483725,0.25298065588294866,0
-0.5070222243625396,-0.0461193226908212,0
-0.3076567001115788,0.6814157573878603,0
-1.506410296605411,0.9612407598291922,0
0.9959443934529622,1.6165450564615753,0
1.3041157366453178,0.5061069189730734,0
-2.5915407590053867,-0.8467266106660851,0
1.7188906298965814,1.4961169307935815,0
1.1228819631432312,-1.008830145338373,0
-0.15438214524172564,0.23895907184001414,0
0.8090397498413938,-1.1853540198996637,0
-1.0815754596269866,-0.8370314829789969,0
0.43056387071412316,-0.32332909003357624,0
-1.0757091704992736,-0.15744001901985794,0
0.3727110989269451,0.4622987115164612,0
0.2610542438804899,-1.6934578761210153,0
0.8519915372867619,-1.0554653508376386,0
0.5643871517056864,1.0341385857887293,0
0.3250944602363428,-0.07504389174938571,0
-0.16777476875547304,0.6804338402661833,0
-0.21849866685982972,-1.0057675931070165,0
-0.018290483764751564,-0.4890977352502689,0
-1.7125286844568222,-2.451885422965494,0
0.44535860999698373,0.09647669177949052,0
0.30965578946218425,0.45075995752661613,0
